,ID,Date,Origin,Doc_Name,Meta_Data_Extracted,PolicyNumber,Name_Insured,TypeOf_Doc,Success_Rate,Status,Date_Completed,Action
162,163,2020-08-17 15:50:10.503,,40th REV Renewal Suppl App (4-2019) - Filable.pdf.PDF,,,"Name of Applicant: 40TH TERRACE BUILDING, INC.
",Renewal Supplemental Application,,,,
163,164,2020-08-17 15:50:16.063,,4603_001.pdf,,,"Name of Applicant: City Lights LLC
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
164,165,2020-08-17 15:50:21.140,,541c9bde-4405-447e-8e8a-906482d5a067.pdf,,,"Named Insured: CORPORATE TRAVEL CONSULTANTS II LLC
",ACKNOWLEDGEMENT OF CONSENT TO RATE,,,,
165,166,2020-08-17 15:50:30.397,,alport enterprises.pdf,,,"Name of Applicant: }ALPORT ENTERPRISES INC
",Renewal Supplemental Application,,,,
166,167,2020-08-17 15:50:38.357,,Blue Island - Renewal Supp App.pdf,,,"Name of Applicant: Bi UE ISLAND IRRIGATION, INC.
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
167,168,2020-08-17 15:50:44.923,,CIT Renewal Suppl App 2020 Loading Zone - Filable.PDF,,,"Name of Applicant: The Loading Zone Condominium Association, Inc
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
168,169,2020-08-17 15:50:50.600,,CIT Renewal Suppl App.pdf,,,"Name of Applicant:  [jliana's Custom Creation Corp
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
169,170,2020-08-17 15:50:56.380,,City Lights LLC.pdf,,,"Name of Applicant: City Lights LLC
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
170,171,2020-08-17 15:51:02.500,,Completed Renewal Supp App_SPCW0005026-01.pdf,,,"Name of Applicant: JS Wallace, LLC.
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
171,172,2020-08-17 15:51:07.407,,cortex_package_revised_renewal_application.pdf,,,"Name of Applicant: Cortex USA Inc
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
172,173,2020-08-17 15:51:13.750,,Covenant Teaching - Signed SafePoint App.pdf,,,"Name of Applicant: Covenant Teaching Fellowship, Inc.
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
173,174,2020-08-17 15:51:19.190,,danajao safepoint ren_l app.pdf,,,"Name of Applicant: Danajao, LLC; JP Nater, LLC Ophelias On the Bay
",Renewal Supplemental Application,,,,
174,175,2020-08-17 15:51:25.353,,Dolan Hoadley REV Renewal Suppl App.pdf,,,"Name of Applicant: Dolan Hoadley Inc
",Renewal Supplemental Application,,,,
175,176,2020-08-17 15:51:31.477,,Dr Aronberg Safepoint.pdf,,,"Name of Applicant: Aronberg Podiatry LLC
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
176,177,2020-08-17 15:51:37.000,,GG REV RENEWAL SUPPL APP (4-2020) - FILABLE.PDF.PDF,,,"Name of Applicant: Golden Gate Terrace Trust
",Renewal Supplemental Application,,,,
177,178,2020-08-17 15:51:42.607,,Grace Bible Fellowship SafePoint supp app 2020.pdf,,,"Name of Applicant: Grace Bible Fellowship, Inc.
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
178,179,2020-08-17 15:51:48.913,,image2020-06-24-144236.pdf,,,"Name of Applicant: NC RENTALS LLC
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
179,180,2020-08-17 15:51:54.187,,Jerin Associates - SafePoint Renewal.pdf,,,"Name of Applicant: Jerin Associates, Inc.
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
180,181,2020-08-17 15:51:59.923,,JSC REV RENEWAL SUPPL APP (4-2020) - FILABLE.PDF.PDF,,,"Name of Applicant: JSC Seven LLC
",Renewal Supplemental Application,,,,
181,182,2020-08-17 15:52:06.170,,Leonhard _ Sullivan.pdf,,,"Name of Applicant: Leonhardt & Sullivan Assoc
",Renewal Supplemental Application,,,,
182,183,2020-08-17 15:52:12.203,,MCCL LLC rnwl supp app.pdf,,,"Name of Applicant: .MCCL, LLC
",Renewal Supplemental Application,,,,
183,184,2020-08-17 15:52:18.567,,NMBCC - WIND RENL SUPPLEMENTAL APP.pdf,,,"Name of Applicant: NORTH MIAMI BEACH COMMERCE CENTER, LC.
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
184,185,2020-08-17 15:52:24.453,,Renewal Suppl App (4-2019).pdf (002).pdf,,,"Name of Applicant: Sharma LLC
",Renewal Supplemental Application,,,,
185,186,2020-08-17 15:52:29.947,,Renewal Supplemental.pdf,,,"Name of Applicant: 4560 Palmetto Condomnium Association Inc
",Renewal Supplemental Application,,,,
186,187,2020-08-17 15:52:35.687,,Renewal_Supp-completed2.pdf,,,"Name of Applicant: C&H Marine Construction / MB Stanley LLC
",Renewal Supplemental Application,,,,
187,188,2020-08-17 15:52:41.297,,REV RENEWAL SUPPL APP (4-2020) - FILABLE.PDF (002)2.pdf,,,"Name of Applicant: Bowlersmart, LLC
",Renewal Supplemental Application,,,,
188,189,2020-08-17 15:52:47.197,,REV RENEWAL SUPPL APP (4-2020) - FILABLE.PDF (1).pdf,,,"Name of Applicant: International Bible Baptist Church, Inc. dba Global Church
",Renewal Supplemental Application,,,,
189,190,2020-08-17 15:52:52.927,,REV RENEWAL SUPPL APP (4-2020) - FILABLE.PDF (2).pdf,,,"Name of Applicant: Mike Weber Creative Media Inc
",Renewal Supplemental Application,,,,
190,191,2020-08-17 15:52:58.807,,REV RENEWAL SUPPL APP (4-2020) - FILABLE.PDF copy.pdf,,,"Name of Applicant: ROMA’S PLACE LLC
",Renewal Supplemental Application,,,,
191,192,2020-08-17 15:53:04.143,,REV RENEWAL SUPPL APP (4-2020) - FILABLE.PDF.pdf,,,"Name of Applicant: ELECTRIC SALES AND SERVICE, INC
",Renewal Supplemental Application,,,,
192,193,2020-08-17 15:53:09.963,,REV+RENEWAL+SUPPL+APP+(4-2020)+-+FILABLE.PDF.pdf,,,"Name of Applicant: SAMMY'S PERFOMANCE INC
",Renewal Supplemental Application,,,,
193,194,2020-08-17 15:53:15.747,,SafePoint Renewal supp app - CM Enterprises of Palm Bay LLC.pdf,,,"Name of Applicant: | CM Enterprises of Palm Bay LLC
",Renewal Supplemental Application,,,,
194,195,2020-08-17 15:53:21.487,,SafePoint Renewal supp app - Rodriguez Brothers Holdings (1).pdf,,,"Name of Applicant: Rodriguez Brothers Holdings
",Renewal Supplemental Application,,,,
195,196,2020-08-17 15:53:27.500,,SafePoint Renewal supp app - Rodriguez Brothers Holdings.pdf,,,"Name of Applicant: Rodriguez Brothers Holdings
",Renewal Supplemental Application,,,,
196,197,2020-08-17 15:53:33.297,,"Scan - TUCKER-WARDLAW, INC. SIGNED SAFEPOINT SUPP APP.pdf",,,"Name of Applicant: TyCKER-WARDLAW, INC.
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
197,198,2020-08-17 15:53:39.007,,Scan0001.pdf,,,"Name of Applicant: Borrelli Family Enterprises, LLD dba WF Fuels
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
198,199,2020-08-17 15:53:44.757,,Scan_2020_06_26_15_07_59_851.pdf,,,"Name of Applicant: Shirley Keen
",Renewal Supplemental Application,,,,
199,200,2020-08-17 15:53:50.477,,Scott.pdf,,,"Name of Applicant: Georgia Scott
",Renewal Supplemental Application,,,,
200,201,2020-08-17 15:53:55.690,,STriton Cop20062210530.pdf,,,"Name of Applicant: 2B29G INVESTMENTSLLC CARLOS GONZALEZ
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
201,202,2020-08-17 15:54:01.243,,Supplemental App.pdf,,,"Name of Applicant: Harpo Holdings Inc
",Renewal Supplemental Application,,,,
202,203,2020-08-17 15:54:07.010,,The Office Village COA.PDF,,,"Name of Applicant: The Office Village Condominium Association, Inc.
",Renewal Supplemental Application Renewal Supplemental Application Citizens Assumption Policies,,,,
203,204,2020-08-17 15:54:12.777,,Untitled_06242020_014125.pdf,,,"Named Insured: ANDRE DUPREE DESIGNER HANDBAGS INC.
",ACKNOWLEDGEMENT OF CONSENT TO RATE,,,,
